"Please enter a positive number in the left rate field.","Entrez un nombre positif dans le champ gauche du taux."
"Please enter a positive number in the right rate field.","Entrez un nombre positif dans le champ droit du taux."
"Please enter all Rate information.","Indiquez les informations des taux"
"Points","Points"
"Points to Currency","Points en devise"
"Purchase","Achat"
"Rate","Taux"
"Rate with the same website, customer group and direction or covering rate already exists.","Une note avec le même site internet, groupe client et taux existe déjà."
"Reason","Motif"
"Redeemed for order #%s.","Echangé pour la commande #%s."
"Refer to reward points history to see if a specific record expires and when.","Consultez l'historique de vos points de fidélité pour en vérifier la validité."
"Refund Reward Points","Rembourser les points de fidélité"
"Refund Reward Points Automatically","Rembourser automatiquement les points de récompense"
"Refunded from order #%s.","Remboursé de la commande #%s."
"Register on our site now and earn %s.","Inscrivez-vous maintenant sur notre site et gagnez %s."
"Registered as customer.","Inscrit comme client."
"Registration","Inscription"
"Remove","Supprimer"
"Reverted from order #%s.","Rétrocédé de la commande #%s."
"Review Submission","Soumission d'un commentaire"
"Reward Exchange Rate Information","Information taux de conversion en points de fidélité"
"Reward Exchange Rates","Taux de conversion en points de fidélité"
"Reward Points","Points de fidélité"
"Reward Points Balance","Solde Points de Fidélité"
"Reward Points Balance Update","Actualiser Solde Points de Fidélité"
"Reward Points Expire in (days)","Vos points de Fidélité Expirent dans (jours)"
"Reward Points Expiry Calculation","Calcul de l'Expiration de vos Points de Fidélité"
"Reward Points Expiry Warning","Alerte d'Expiration des Points de Fidélité"
"Reward Points Expiry Warning Email","Email d'Alerte d'Expiration des Points de Fidélité"
"Reward Points History","Historique des Points de Fidélité"
"Reward Points Notifications","Notifications Points de Fidélité"
"Reward Points Rates","Taux Points de Fidélité"
"Reward Points refunded to customer","Points de Fidélité remboursés au client"
"Reward points balance Information","Information solde des points de fidélité"
"Reward points will not be used in this order.","Les points de fidélité ne seront pas utilisés pour cette commande."
"Rewarded Reviews Submission Quantity Limit","Limite du Nombre de Soumissions de Commentaires récompensées par des Points de Fidélité"
"Rewarded Tag Submission Quantity Limit","Limite du Nombre de Soumissions de Tags récompensées par des Points de Fidélité"
"Save Subscription Settings","Sauvegarder les paramètres"
"Send invitation now and earn %s when your invitee registers on our site.","Envoyez l'invitation et gagnez %s lorsque votre invité s'inscrit sur notre site."
"Signed up for newsletter with email %s.","Abonné à la newsletter à l'adresse email %s."
"Static","Statique"
"Static defines expiry date at the moment when balance increases. Dynamic does not have expiry date, but calculates it when balance is being checked for expiry.","""""Statique"""" définit la date d'expiration au moment où le solde augmente. """"Dynamique"""" n'a pas de date d'expiration, mais la calcule à chaque fois que vous vérifiez la validité de votre solde."
"Store","Boutique"
"Submit a new tag now and earn %s once the tag is approved.","Soumettez un nouveau tag et gagnez %s après validation du tag."
"Submit a review now and earn %s once the review is approved.","Soumettez un nouveau commentaire maintenant et gagnez %s après validation du commentaire."
"Subscribe Customers by Default","Souscrire Clients par défaut"
"Subscribe for balance updates","Souscrire aux mises à jour du solde"
"Subscribe for points expiration notifications","Souscrire aux notifications d'expiration des points"
"Subscribe to our newsletter now and earn %s.","Abonnez-vous maintenant à notre newsletter et gagnez %s."
"The orphan points have been removed.","Les points isolés ont été retirés."
"The rate has been deleted.","Le taux a été supprimé."
"The rate has been saved.","Le taux a été sauvegardé."
"The reward points have been removed from the order.","Les points de fidélité ont été retirés de la commande."
"The settings have been saved.","Les paramètres ont été sauvegardés."
"There is no balance history yet.","Il n'y a pas encore d'historique du solde."
"Up to %s invitee purchase(s) can be rewarded.","Jusqu'à %s achat(s) par les invités peut(vent) être récompensé(s)."
"Up to %s invitee registration(s) can be rewarded.","Jusqu'à %s inscription(s) d'invités peut(vent) être récompensé(s)."
"Up to %s new review(s) can be rewarded.","Jusqu'à %s nouveau(x) commentaire(s) peut(vent) être récompensé(s)."
"Up to %s new tag(s) can be rewarded.","Jusqu'à %s nouveau(x) tag(s) peut(vent) être récompensé(s)."
"Update Points","Mettre à jour les points"
"Update Reward Points Balance","Mettre à jour le solde des points de fidélité"
"Updated by moderator.","Mis à jour par le modérateur."
"Use my reward points, %s are available.","Utiliser mes points de fidélité, %s sont disponibles."
"Use my reward points, %s available","Utliser mes points de fidélité, %s disponibles"
"Website","Site internet"
"You have been unsubscribed.","Vous êtes désabonné."
"Your current balance is %s.","Votre solde actuel est de %s."
