"Frontend Properties","Propriétés front-end"
"General Information","Informations générales."
"Guest Order Create Return","Retour création commande client"
"Guest Order Returns View","Voir retours commandes clients"
"Guest Order View Return","Retour vue commande client"
"Height","Hauteur"
"Hide Details","Cacher détails"
"ID","ID"
"Image File","Fichier image"
"Individual Items","Articles individuels"
"Input Type","Type entrée"
"Input Validation","Validation entrée"
"Input/Output Filter","Filtre entrée / sortie"
"Invalid RMA.","RMA invalide."
"Invalid carrier: %s.","Transporteur invalide : %s."
"Invalid order.","Commande invalide."
"It isn\'t valid order","Ce n'est pas une commande valide"
"Item","Article"
"Item Condition","État article"
"Items","Objets"
"Items Return Requested For","Retour d'objet demandé pour"
"Items in the Package","Objets dans le colis"
"Leave Comment","Laisser un commentaire"
"Length","Longueur"
"Lines Count","Nombre de lignes"
"Manage Label / Options","Gérer label/options"
"Manage RMA","Gérer RMA"
"Manage RMA Item Attribute","Gérer les attributs d'objet RMA"
"Manage RMA Item Attributes","Gérer les attributs d'objet RMA"
"Manage RMA Items Attributes","Gérer les attributs d'objets RMA"
"Maximum File Size (bytes)","Taille maximale du fichier (bytes)"
"Maximum Image Height (px)","Hauteur maximale de l'image (px)"
"Maximum Image Width (px)","Largeur maximale de l'image (px)"
"Maximum Text Length","Longueur maximale du texte"
"Minimum Text Length","Longueur minimale du texte"
"My Returns","Mes retours"
"New Attribute","Nouvel attribut"
"New RMA","Nouveau RMA"
"New RMA Item Attribute","Nouvel attribut d'objet RMA"
"New RMA Request","Nouvelle requête RMA"
"New RMA for Guest","Nouveau RMA pour invités"
"New Return for Order %s","Nouveau retour pour la commande"
"No","Non"
"No authorized items or allowed shipping methods","Pas d'objets ou méthode d'expedition autorisés"
"No detail for number ""%s""","Aucune information pour le numéro ""%s"""
"No items for bundle product.","Aucun article pour les produits regroupés."
"None","Aucun"
"Not Notified","Non informé"
"Notified","Informé"
"Notify Customer by Email","Informer le client par e-mail"
"Number","Nombre"
"OK","OK"
"Only one RMA is available for printing","Seul un RMA est disponible pour imprimer."
"Order #","Commande #"
"Order # %s","Order # %s"
"Order #%s - %s","Commande #%s - %s"
"Order Date","Date de la commande"
"Order Date: ","Date de la commande :"
"Order Date: %s","Date de la commande : %s"
"Order ID","Identifiant commande"
"Order Shipping Address","Adresse d'envoi de la commande"
"Packages","Paquets"
"Partially Approved","En partie approuvé"
"Partially Authorized","En partie autorisé"
"Partially Rejected","En partie refusé"
"Pending","En attente"
"Please Select Order","Veuillez sélectionner une commande"
"Please Select Products to Add","Veuillez sélectionner des produits à ajouter"
"Please select one of the options.","Veuillez sélectionner une des options."
"Please wait, loading...","Veuillez patienter, chargement en cours..."
"Price","Prix"
"Print","Imprimer"
"Print Shipping Label","Imprimer l'étiquette d'expédition"
"Processed and Closed","Traité et fermé"
"Product","Produit"
"Product Name","Nom du produit"
"Properties","Propriétés"
"Qty","Qté"
"Qty:","Quantité :"
"Quantity To Return","Quantité à retourner"
"Quantity of %s is greater than you can return.","La quantité de %s dépasse ce que vous pouvez retourner."
"Questions","Questions"
"RMA","RMA"
"RMA #","# RMA"
"RMA Admin Comments","Commentaires administrateur RMA"
"RMA Admin Comments for Guest","Commentaires administrateurs RMA pour invités"
"RMA Authorization","Autorisation RMA"
"RMA Authorization Email Sender","Expéditeur du mail autorisation RMA"
"RMA Authorization Email Template","Modèle du mail d'autorisation RMA"
"RMA Authorization Email Template for Guest","Modèle du mail d'autorisation RMA pour invités"
"RMA Authorization for Guest","Autorisation RMA pour invités"
"RMA Comment Email Recipient","Commentaire destinataire du mail RMA"
"RMA Comment Email Sender","Commentaire expéditeur du mail RMA"
"RMA Comment Email Template","Modèle du mail commentaire RMA"
"RMA Comment Email Template for Guest","Modèle du mail commentaire RMA pour invités"
"RMA Confirmation","Confirmation RMA"
"RMA Customer Comments","Commentaires utilisateurs RMA"
"RMA Email Sender","Expéditeur du mail RMA"
"RMA Email Template","Modèle du mail RMA"
"RMA Email Template for Guest","Modèle du mail RMA pour invités"
"RMA History","Historique RMA"
"RMA Information","Informations RMA"
"RMA Item Details","Détails de l'objet RMA"
"RMA Items","Objets RMA"
"RMA Items Requested for","Objets RMA requis pour"
"RMA Settings","Options RMA"
"Reason to Return","Motif du retour"
"Rejected","Refusé"
"Remaining Qty","Qté restante"
"Remaining Qty:","Qté restante :"
"Remove","Supprimer"
"Request Details","Demande de détails"
"Request Information","Demande d'information"
"Request Qty","Demande de Qté"
"Requested Qty","Qté demandée"
"Resolution","Résolution"
"Return","Retour"
"Return #","No de retour"
"Return #%s has been submitted successfully","Le No de retour %s a été soumis avec succès"
"Return Address","Adresse de retour"
"Return Address:","Adresse de retour :"
"Return Date: ","Date de retour"
"Return Items Information","Information sur les articles retournés"
"Return Partially Received","Retour partiellement reçu"
"Return Received","Retour reçu"
"Return Status","Statut du retour"
"Returned Qty","Quantité renvoyée"
"Returns History Info","Informations historiques des retours"
"SKU","UGS"
"Save","Enregistrer"
"Save Attribute","Enregistrer l'attribut"
"Save and Continue Edit","Enregistrer et continuer la modification"
"Select","Sélectionner"
"Select Items","Sélectionner des objets"
"Select valid carrier.","Sélectionner un transporteur valide."
"Send RMA Authorization Email Copy Method","Envoyer la copie du mail d'autorisation RMA"
"Send RMA Authorization Email Copy To","Envoyer la copie du mail d'autorisation RMA à"
"Send RMA Comment Email Copy To","Envoyer la copie du mail de commentaire RMA à"
"Send RMA Email Copy Method","Envoyer la copie du mail RMA méthode"
"Send RMA Email Copy To","Envoyer la copie du mail RMA à"
"Ship From","Expédier depuis"
"Shipment Package Popup","Pop-up colis d'expédition"
"Shipment Print Label Popup","Pop-up label imprimé"
"Shipment Print Package Popup","Pop-up impression colis"
"Shipment Tracking Popup","Pop-up suivi du colis"
"Shipping Address","Adresse d'expédition"
"Shipping Address:","Adresse d'expédition :"
"Shipping Information","Informations d'expédition"
"Shipping Labels are not allowed.","Les étiquettes d'expédition ne sont pas autorisées"
"Shipping Method","Méthode d'expédition"
"Shipping and Tracking Information","Information d'expédition et de suivi"
"Show Details","Afficher les détails"
"Show Packages","Afficher les colis"
"Show on Frontend","Afficher sur le Frontend"
"Sort Order","Trier la commande"
"Split","Séparer"
"State/Province","Etat / région"
"Status","Statut"
"Street Address","Adresse de la rue"
"Sub-items:","Sous-objets :"
"Submit","Soumettre"
"Submit Comment","Soumettre le commentaire"
"Submit RMA","Soumettre RMA"
"Text Area","Zone de texte"
"Text Field","Champ de texte"
"The RMA item attribute has been deleted.","L'attribut d'objet RMA a été supprimé."
"The RMA item attribute has been saved.","L'attribut d'objet RMA a été enregistré."
"The RMA request has been submitted.","La requête RMA a été soumise."
"The RMA request(s) cannot be closed","Les requêtes RMA ne peuvent pas être fermées."
"The carrier needs to be specified.","Le transporteur doit être spécifié."
"The shipment has been created. The shipping label has been created","L'expédition a été créée. Le label d'expédition a été créé."
"The shipping label has not been created. Please configure your Store Information and Shipping Settings","Le label d'expédition n'a pas été créé. Veuillez configurez vos Informations de boutique et Options d'expédition"
"There are no applicable items for return in this order","Il n'y a pas d'objets qui peuvent être renvoyés dans cette commande"
"There is an error in quantities for item %s.","Il y a une erreur dans la quantité pour l'objet %s."
"Total Weight","Poids total"
"Track this shipment","Suivre cette expédition"
"Tracking number cannot be empty.","Le numéro de suivi ne peut pas être vide."
"Type","Type"
"Use Store Address","Utiliser l'adresse de la boutique"
"Use config","Utiliser config"
"Valid range 2-20","Fourchette valable 2-20"
"View","Vue"
"View Return","Retour vue"
"Visible on Frontend","Visible sur le Frontend"
"Weight","Poids"
"Width","Largeur"
"Wrong RMA Selected.","L'ARM sélectionnée est incorrecte."
"Wrong RMA item requested.","L'élément ARM demandé est incorrect."
"Wrong RMA item status.","Le statut de l'élément ARM est incorrect."
"Wrong RMA order id.","L'identifiant de demande d'ARM est incorrect."
"Wrong RMA requested.","L'ARM demandée est incorrecte."
"Wrong order id or item id requested.","L'identifiant de la demande ou l'identifiant de l'élément est incorrect."
"Wrong rma id.","Identifiant d'ARM incorrect."
"Yes","Oui"
"You cannot delete this attribute.","Vous ne pouvez pas effacer cet attribut."
"You cannot edit this attribute.","Vous ne pouvez pas modifier cet attribut."
"You cannot return %s.","Vous ne pouvez pas retourner des %s."
"You have chosen to change status(es) of the selected RMA requests to Close.\nAre you sure you want to proceed?","Vous avez choisi de modifier le statut des demandes des ARM sélectionnées et de le mettre sur Clôturé.\nEtes-vous sûr de vouloir continuer ?"
"You have placed no returns.","Vous n'avez demandé aucun retour."
"Your Return request has been authorized.","Votre demande de retour a été autorisée."
"Your Return request has been closed.","Votre demande de retour a été clôturée."
"Your Return request has been partially approved.","Votre demande de retour a été partiellement approuvée."
"Your Return request has been partially authorized. ","Votre demande de retour a été partiellement autorisée."
"Your Return request has been partially received.","Votre demande de retour a été partiellement reçue."
"Your Return request has been partially rejected.","Votre demande de retour a été partiellement refusée."
"Your Return request has been placed.","Votre demande de retour a été effectuée."
"Your Return request has been processed and closed.","Votre demande de retour a été traitée et clôturée."
"Your Return request has been received.","Votre demande de retour a été reçue."
"ZIP/Postal Code","Code postal"
"enterprise_rma","entreprise_rma"
