"Edit RMA Item Attribute","Editar atributo de item de RMA"
"Edit RMA Item Attribute ""%s""","Editar atributo de item de RMA ""%s"""
"Email Address","Endereço de e-mail"
"Email RMA Confirmation","Confirmação de RMA de e-mail"
"Enable RMA on Frontend","Ativar RMA na extremidade inicial"
"Enable RMA on Product Level","Ativar RMA no nível do produto"
"Enabled","Ativado"
"Enabled for RMA","Ativado para RMA"
"Enabled when authorized items require a new shipment","Ativado quando itens autorizados exigem um novo envio"
"Enter valid Tracking Number.","Insira um número de rastreamento válido."
"Enter valid message.","Insira uma mensagem válida."
"Failed to save RMA.","Falha ao salvar o RMA."
"File Extensions","Extensões de arquivo"
"Forms to Use In","Formulário para utilizar em"
"Frontend Properties","Propriedades de interface inicial"
"General Information","Informações gerais"
"Guest Order Create Return","Convidado Pedido Criar Retornar"
"Guest Order Returns View","Ver Retornos das Ordens do Convidado"
"Guest Order View Return","Ver Retorno da Ordem do Convidado"
"Height","Altura"
"Hide Details","Ocultar detalhes"
"ID","Identidade"
"Image File","Arquivo de imagem"
"Individual Items","Itens individuais"
"Input Type","Tipo de entrada"
"Input Validation","Validação de entrada"
"Input/Output Filter","Filtro de entrada/saída"
"Invalid RMA.","RMA inválido."
"Invalid carrier: %s.","Carreira inválida: %s."
"Invalid order.","Pedido inválido."
"It isn\'t valid order","Não é um pedido válido"
"Item","Item"
"Item Condition","Condição do item"
"Items","Itens"
"Items Return Requested For","Retorno de itens solicitado para"
"Items in the Package","Itens no pacote"
"Leave Comment","Fazer comentário"
"Length","Comprimento"
"Lines Count","Contagem de linhas"
"Manage Label / Options","Gerenciar etiqueta / opções"
"Manage RMA","Gerenciar o RMA"
"Manage RMA Item Attribute","Gerenciar atributo de item de RMA"
"Manage RMA Item Attributes","Gerenciar atributos de item de RMA"
"Manage RMA Items Attributes","Gerenciar atributos de item de RMA"
"Maximum File Size (bytes)","Tamanho máximo do arquivo (bytes)"
"Maximum Image Height (px)","Altura máxima da imagem (px)"
"Maximum Image Width (px)","Largura máxima da imagem (px)"
"Maximum Text Length","Comprimento máximo do texto"
"Minimum Text Length","Comprimento mínimo do texto"
"My Returns","Minhas Devoluções"
"New Attribute","Novo atributo"
"New RMA","Nova ADM (Autorização de Devolução de Mercadoria)"
"New RMA Item Attribute","Novo Atributo de ADM de Item"
"New RMA Request","Novo Pedido de ADM"
"New RMA for Guest","Nova ADM para Visitante"
"New Return for Order %s","Nova Devolução para Pedido %s"
"No","Não"
"No authorized items or allowed shipping methods","Nenhum item autorizado ou métodos de envio permitidos"
"No detail for number ""%s""","Nenhum detalhe para número ""%s"""
"No items for bundle product.","Não há itens para o pacote de produtos."
"None","Nenhum"
"Not Notified","Não notificado"
"Notified","Notificado"
"Notify Customer by Email","Notificar cliente por e-mail"
"Number","Número"
"OK","OK"
"Only one RMA is available for printing","Apenas um RMA está disponível para impressão"
"Order #","Pedido nº"
"Order # %s","Pedido nº %s"
"Order #%s - %s","Pedido nº %s - %s"
"Order Date","Data do pedido"
"Order Date: ","Data do pedido:"
"Order Date: %s","Data do pedido: %s"
"Order ID","ID da Ordem"
"Order Shipping Address","Endereço de Envio"
"Packages","Embalagens"
"Partially Approved","Aprovado Parcialmente"
"Partially Authorized","Autorizado Parcialmente"
"Partially Rejected","Rejeitado Parcialmente"
"Pending","Pendente"
"Please Select Order","Por Favor Selecione Pedido"
"Please Select Products to Add","Escolha os produtos a serem adicionados"
"Please select one of the options.","Por favor selecione uma das opções."
"Please wait, loading...","Por favor aguarde, carregando..."
"Price","Preço"
"Print","Imprimir"
"Print Shipping Label","Imprima a Etiqueta de Envio"
"Processed and Closed","Processado e Fechado"
"Product","Produto"
"Product Name","Nome do produto"
"Properties","Propriedades"
"Qty","Quant."
"Qty:","Quantidade:"
"Quantity To Return","Quantidade do Retorno"
"Quantity of %s is greater than you can return.","Quantidade de %s é maior do que você pode retornar"
"Questions","Perguntas"
"RMA","RMA"
"RMA #","RMA #"
"RMA Admin Comments","Comentários do Administrador de MA"
"RMA Admin Comments for Guest","Comentários do Administrador de RMA para Convidado"
"RMA Authorization","Autorização de RMA"
"RMA Authorization Email Sender","Remetente do Email de Autorização de RMA"
"RMA Authorization Email Template","Modelo de Email de Autorização de RMA"
"RMA Authorization Email Template for Guest","Modelo de Email de Autorização de RMA para Convidado"
"RMA Authorization for Guest","Autorização de RMA para Convidado"
"RMA Comment Email Recipient","Beneficiário do Email de Comentário de RMA"
"RMA Comment Email Sender","Remetente do Email de Comentário de RMA"
"RMA Comment Email Template","Modelo de Email de Comentário de RMA"
"RMA Comment Email Template for Guest","Modelo de Email de Comentário de RMA para Convidado"
"RMA Confirmation","Confirmação de RMA"
"RMA Customer Comments","Comentários de RMA do Cliente"
"RMA Email Sender","Remetente do Email de RMA"
"RMA Email Template","Modelo de Email de RMA"
"RMA Email Template for Guest","Modelo de Email de RMA para Convidado"
"RMA History","Histórico de RMA"
"RMA Information","Informações de RMA"
"RMA Item Details","Detalhes de item de RMA"
"RMA Items","Itens de RMA"
"RMA Items Requested for","Itens de RMA solicitados para"
"RMA Settings","Configurações de RMA"
"Reason to Return","Motivo para Retorno"
"Rejected","Rejeitado"
"Remaining Qty","Quantidade Remanescente"
"Remaining Qty:","Quantidade Remanescente:"
"Remove","Remover"
"Request Details","Detalhes do Pedido"
"Request Information","Informações do Pedido"
"Request Qty","Quantidade do Pedido"
"Requested Qty","Quantidade de pedidos"
"Resolution","Resolução"
"Return","Retorno"
"Return #","Retorno #"
"Return #%s has been submitted successfully","Retorno de #%s foi submetido com sucesso"
"Return Address","Endereço do Remetente"
"Return Address:","Endereço do Remetente:"
"Return Date: ","Data de Regresso:"
"Return Items Information","Informações dos Itens do Retorno"
"Return Partially Received","Retorno Parcialmente Recebido"
"Return Received","Retorno Recebido"
"Return Status","Estado do Retorno"
"Returned Qty","Quantidade do Retorno"
"Returns History Info","Informação do Historial de Retorno"
"SKU","Unidade de Manutenção de Estoque"
"Save","Salvar"
"Save Attribute","Salvar atributo"
"Save and Continue Edit","Salvar e continuar a editar"
"Select","Selecione"
"Select Items","Selecionar itens"
"Select valid carrier.","Selecionar transportadora válida"
"Send RMA Authorization Email Copy Method","Enviar Método de Cópia de Email de Autorização de RMA"
"Send RMA Authorization Email Copy To","Enviar Cópia de Email de Autorização de RMA para"
"Send RMA Comment Email Copy To","Enviar Cópia de Email de Comentário de RMA"
"Send RMA Email Copy Method","Enviar Método de Cópia de Email de RMA"
"Send RMA Email Copy To","Enviar Cópia de Email de RMA para"
"Ship From","Enviar de"
"Shipment Package Popup","Popup do Pacote de envio"
"Shipment Print Label Popup","Popup do Rótulo de Impressão do Envio"
"Shipment Print Package Popup","Popup do Pacote de Impressão do Envio"
"Shipment Tracking Popup","Popup de Rastreamento de Entrega"
"Shipping Address","Endereço de Envio"
"Shipping Address:","Endereço para Envio:"
"Shipping Information","Dados de Frete"
"Shipping Labels are not allowed.","Etiquetas de Envio não são permitidas."
"Shipping Method","Tipo de Frete"
"Shipping and Tracking Information","Informações de Envio e Rastreio"
"Show Details","Mostrar Detalhes"
"Show Packages","Mostrar pacotes"
"Show on Frontend","Exibir a parte frontal"
"Sort Order","Classificar pedido"
"Split","Divisão"
"State/Province","Estado/Província"
"Status","Status"
"Street Address","Endereço da Rua"
"Sub-items:","Sub-itens:"
"Submit","Enviar"
"Submit Comment","Enviar Comentário"
"Submit RMA","Enviar RMA"
"Text Area","Área de texto"
"Text Field","Campo de texto"
"The RMA item attribute has been deleted.","O atributo do item RMA foi eliminado."
"The RMA item attribute has been saved.","O atributo do item RMA foi salvo."
"The RMA request has been submitted.","O pedido RMA foi enviado."
"The RMA request(s) cannot be closed","O(s) pedido(s) RMA não pode(m) ser concluído(s)"
"The carrier needs to be specified.","A transportadora deve ser especificada."
"The shipment has been created. The shipping label has been created","A remessa foi criada. A etiqueta de remessa foi criada"
"The shipping label has not been created. Please configure your Store Information and Shipping Settings","A etiqueta de remessa não foi criada. Por favor configure a sua Informação de Loja e Configurações de Envios"
"There are no applicable items for return in this order","Não há itens aplicáveis ​​para retorno nesta ordem"
"There is an error in quantities for item %s.","Há um erro em quantidades para o item %s."
"Total Weight","Peso Total"
"Track this shipment","Acompanhar este envio"
"Tracking number cannot be empty.","Número de rastreamento não pode ser vazio."
"Type","Tipo"
"Use Store Address","Use Endereço da Loja"
"Use config","Use config"
"Valid range 2-20","Intervalo válido 2-20"
"View","Ver"
"View Return","Ver Voltar"
"Visible on Frontend","Visível no Frontend"
"Weight","Peso"
"Width","Largura"
"Wrong RMA Selected.","RMA Errado Selecionado."
"Wrong RMA item requested.","Item RMA solicitado errado."
"Wrong RMA item status.","Estado errado do item RMA."
"Wrong RMA order id.","Id da ordem RMA errado."
"Wrong RMA requested.","RMA solicitado errado."
"Wrong order id or item id requested.","Id da ordem ou id do item solicitado errado."
"Wrong rma id.","Id rma errado."
"Yes","Sim"
"You cannot delete this attribute.","Você não pode apagar este atributo."
"You cannot edit this attribute.","Você não pode editar este atributo."
"You cannot return %s.","Você não pode retornar %s."
"You have chosen to change status(es) of the selected RMA requests to Close.\nAre you sure you want to proceed?","Você optou por mudar o(s) estado(s) dos pedidos de RMA selecionados para Fechar.\nVocê tem certeza de que quer continuar?"
"You have placed no returns.","Você colocou nenhum retorno."
"Your Return request has been authorized.","O seu pedido de Retorno foi autorizado."
"Your Return request has been closed.","O seu pedido de Retorno foi fechado."
"Your Return request has been partially approved.","O seu pedido de retorno foi parcialmente aprovado."
"Your Return request has been partially authorized. ","O seu pedido de retorno foi parcialmente autorizado."
"Your Return request has been partially received.","O seu pedido de Retorno foi parcialmente recebido."
"Your Return request has been partially rejected.","Seu pedido de Devolução foi parcialmente rejeitado."
"Your Return request has been placed.","Seu pedido de Devolução foi feito."
"Your Return request has been processed and closed.","Seu pedido de Devolução foi processado e fechado."
"Your Return request has been received.","Seu pedido de Devolução foi recebido."
"ZIP/Postal Code","CEP/Código Postal"
"enterprise_rma","empresa_rma"
