"RMA Authorization Email Template for Guest","Plantilla de correo electrónico de autorización RMA para Invitado"
"RMA Authorization for Guest","Autorización RMA para Invitado"
"RMA Comment Email Recipient","Receptor de correo electrónico de comentario RMA"
"RMA Comment Email Sender","Emisor de correo electrónico de comentario RMA"
"RMA Comment Email Template","Plantilla de correo electrónico de comentario RMA"
"RMA Comment Email Template for Guest","Plantilla de correo electrónico de comentario RMA para Invitado"
"RMA Confirmation","Confirmación RMA"
"RMA Customer Comments","Comentarios de cliente RMA"
"RMA Email Sender","Emisor de correo electrónico RMA"
"RMA Email Template","Plantilla de correo electrónico RMA"
"RMA Email Template for Guest","Plantilla de correo electrónico RMA para Invitado"
"RMA History","Historial RMA"
"RMA Information","Información RMA"
"RMA Item Details","Detalles de artículo RMA"
"RMA Items","Artículos RMA"
"RMA Items Requested for","Artículos RMA solicitados para"
"RMA Settings","Configuración RMA"
"Reason to Return","Motivos de la devolución"
"Rejected","Rechazado"
"Remaining Qty","Cantidad restante"
"Remaining Qty:","Cantidad restante:"
"Remove","Borrar"
"Request Details","Detalles de la petición"
"Request Information","Información de la petición"
"Request Qty","Solicitar cantidad"
"Requested Qty","Cantidad solicitada"
"Resolution","Resolución"
"Return","Devolver"
"Return #","Número de Devolución"
"Return #%s has been submitted successfully","La devolución #%s se ha solicitado correctamente"
"Return Address","Dirección de devolución"
"Return Address:","Dirección de devolución:"
"Return Date: ","Fecha de devolución:"
"Return Items Information","Información de los artículos de devolución"
"Return Partially Received","Devolución recibida parcialmente"
"Return Received","Devolución recibida"
"Return Status","Estado de la devolución"
"Returned Qty","Cantidad devuelta"
"Returns History Info","Información del historial de devoluciones"
"SKU","SKU (Número de Referencia)"
"Save","Guardar"
"Save Attribute","Guarda atributo"
"Save and Continue Edit","Grabar y Continuar Editando"
"Select","Seleccionar"
"Select Items","Seleccionar artículos"
"Select valid carrier.","Seleccionar un transportista válido"
"Send RMA Authorization Email Copy Method","Enviar método de copia de correo electrónico de autorización RMA"
"Send RMA Authorization Email Copy To","Enviar copia de correo electrónico de autorización RMA a"
"Send RMA Comment Email Copy To","Enviar copia de correo electrónico de comentario RMA a"
"Send RMA Email Copy Method","Enviar un correo electrónico con la copia del método RMA"
"Send RMA Email Copy To","Enviar un correo electrónico con la copia del RMA a"
"Ship From","Enviado desde"
"Shipment Package Popup","Ventana emergente del paquete del envío"
"Shipment Print Label Popup","Ventana emergente de la impresión de la etiqueta del envío"
"Shipment Print Package Popup","Ventana emergente de la impresión del paquete del envío"
"Shipment Tracking Popup","Ventana emergente del seguimiento del envío"
"Shipping Address","Dirección de Envío"
"Shipping Address:","Dirección de envío:"
"Shipping Information","Información del envío:"
"Shipping Labels are not allowed.","No están permitidas las etiquetas de franqueo."
"Shipping Method","Método de Envío"
"Shipping and Tracking Information","Información de envío y seguimiento"
"Show Details","Mostrar detalles"
"Show Packages","Mostrar Paquetes"
"Show on Frontend","Mostrar en la parte frontal"
"Sort Order","Orden de selección"
"Split","Dividir"
"State/Province","Estado/Provincia"
"Status","Progreso"
"Street Address","Dirección postal"
"Sub-items:","Artículo substituto"
"Submit","Enviar"
"Submit Comment","Enviar comentario"
"Submit RMA","Enviar RMA"
"Text Area","Area de Texto"
"Text Field","Campo de Texto"
"The RMA item attribute has been deleted.","El atributo del artículo RMA se ha borrado."
"The RMA item attribute has been saved.","El atributo del artículo RMA se ha guardado."
"The RMA request has been submitted.","La petición de RMA ha sido enviada."
"The RMA request(s) cannot be closed","La petición(es) de RMA no puede cerrarse"
"The carrier needs to be specified.","Necesita especificarse el transportista."
"The shipment has been created. The shipping label has been created","Se ha creado el envío. Se ha creado la etiqueta de envío."
"The shipping label has not been created. Please configure your Store Information and Shipping Settings","No se ha creado la etiqueta de envío. Por favor, configura tu Información de Tienda y Configuración de Envío"
"There are no applicable items for return in this order","No hay artículos aplicables para devolución en este pedido"
"There is an error in quantities for item %s.","Hay un error de cantidad para los artículos %s."
"Total Weight","Peso total"
"Track this shipment","Seguir este envío"
"Tracking number cannot be empty.","El número de seguimiento no puede estar vacío."
"Type","Tipo"
"Use Store Address","Usar Dirección Almacenada"
"Use config","Usar configuración"
"Valid range 2-20","Rango válido 2-20"
"View","Ver"
"View Return","Ver Devolución"
"Visible on Frontend","Visible en el Panel Delantero"
"Weight","Peso"
"Width","Ancho"
"Wrong RMA Selected.","RMA Seleccionado Incorrecto."
"Wrong RMA item requested.","Solicitado artículo RMA incorrecto."
"Wrong RMA item status.","Estado del artículo RMA incorrecto."
"Wrong RMA order id.","ID de pedido RMA incorrecto"
"Wrong RMA requested.","RMA solicitado no válido"
"Wrong order id or item id requested.","id de pedido o de artículo solicitado no válido"
"Wrong rma id.","id rma no válido"
"Yes","Sí"
"You cannot delete this attribute.","No puede borrar este atributo."
"You cannot edit this attribute.","No puede editar este atributo"
"You cannot return %s.","No puede devolver %s."
"You have chosen to change status(es) of the selected RMA requests to Close.\nAre you sure you want to proceed?","Ha elegido cambiar el/los estado(s) a Cerrado de las peticiones RMA seleccionadas.\n¿Seguro que quiere continuar?"
"You have placed no returns.","No ha solicitado ninguna devolución."
"Your Return request has been authorized.","Su solicitud de devolución ha sido autorizada."
"Your Return request has been closed.","Su solicitud de devolución ha sido cerrada."
"Your Return request has been partially approved.","Su solicitud de devolución ha sido parcialmente aprobada."
"Your Return request has been partially authorized. ","Su solicitud de devolución ha sido parcialmente autorizada."
"Your Return request has been partially received.","Su solicitud de devolución ha sido parcialmente recibida."
"Your Return request has been partially rejected.","Su solicitud de devolución ha sido parcialmente rechazada."
"Your Return request has been placed.","Su solicitud de devolución ha sido emitida."
"Your Return request has been processed and closed.","Su solicitud de devolución ha sido procesada y cerrada."
"Your Return request has been received.","Su solicitud de devolución ha sido recibida."
"ZIP/Postal Code","Código postal"
"enterprise_rma","empresa_rma"
